iter	ERR:top=10	NDCG:top=5;type=Exp	PrecisionAt:top=10	AverageGain:top=5	MAP:top=10
0	0.7895271639	0.6145312745	0.6571428571	0.6462111796	0.5119160998
1	0.8294772719	0.6643824356	0.7028571429	0.6827329193	0.5877018141
2	0.8642734161	0.7044795081	0.74	0.7155279497	0.6409546485
3	0.8815708212	0.7227175431	0.7342857143	0.7285714298	0.6454648526
4	0.8598366275	0.7165652357	0.7771428571	0.7309316777	0.6878718821
5	0.8620884674	0.7280028414	0.8	0.7427329196	0.708468254
6	0.8720313917	0.7434126788	0.7942857143	0.7546583862	0.7148888889
7	0.8659693024	0.745191858	0.8142857143	0.7590062114	0.7366950113
8	0.8755875832	0.7589548581	0.7771428571	0.7713043471	0.705877551
9	0.8569251152	0.7459362519	0.7971428571	0.7609937878	0.7169988662
10	0.8781481209	0.7536644604	0.8085714286	0.7597515526	0.731292517
11	0.8825993545	0.7564422931	0.8257142857	0.7593788821	0.7495907029
12	0.8808451536	0.7607651829	0.8314285714	0.7663354042	0.7567675737
13	0.8828834379	0.7545552068	0.8285714286	0.7568944101	0.7500555556
14	0.881042671	0.7599018321	0.8314285714	0.7649689447	0.7598435374
15	0.8793206669	0.7591980547	0.84	0.7645962735	0.7660907029
16	0.8809332508	0.7580617931	0.8457142857	0.7612422353	0.7739648526
17	0.8952752683	0.7664125391	0.8428571429	0.7650931679	0.7755124717
18	0.8924264477	0.766687508	0.8485714286	0.7693167703	0.777085034
19	0.8970975783	0.7694043707	0.8485714286	0.7693167703	0.7797630385
20	0.8910141655	0.7748790288	0.8428571429	0.7790062124	0.7680510204
21	0.8866151038	0.7665037158	0.8457142857	0.7693167715	0.7752789116
22	0.889049188	0.772057237	0.8542857143	0.7762732936	0.7832981859
23	0.8918331646	0.7693326526	0.8542857143	0.7716770204	0.782430839
24	0.9048700733	0.7794522312	0.8571428571	0.7778882007	0.7894580499
25	0.9218750127	0.7821967122	0.86	0.773291927	0.7972732426
26	0.9202012711	0.7841339686	0.86	0.7761490702	0.7966292517
27	0.9178144879	0.7801116971	0.86	0.7718012441	0.7931723356
28	0.9186162517	0.785065302	0.8628571429	0.7785093186	0.8008356009
29	0.9144293625	0.7804860462	0.8628571429	0.7754037283	0.8004977324
30	0.9155104254	0.7841505352	0.8571428571	0.7796273309	0.7934988662
31	0.9171369232	0.7933236523	0.8571428571	0.7903105613	0.7981632653
32	0.9174782909	0.7873073445	0.8571428571	0.7840993797	0.7980124717
33	0.9178108745	0.7897759842	0.8514285714	0.7877018651	0.7917687075
34	0.9166700053	0.7856701871	0.8542857143	0.7827329208	0.7925351474
35	0.9159964379	0.7835996274	0.8485714286	0.7809937904	0.7840226757
36	0.9275937261	0.7890544086	0.8571428571	0.7831055918	0.7981088435
37	0.9201371686	0.7829455721	0.8514285714	0.7785093184	0.7925385488
38	0.9166753038	0.7812193809	0.8485714286	0.7775155297	0.7891575964
39	0.922417589	0.7850185225	0.8457142857	0.7801242251	0.7851099773
40	0.9278924358	0.791003396	0.8457142857	0.7850931697	0.7859795918
41	0.9283943048	0.786665842	0.8514285714	0.7780124248	0.7898843537
42	0.9163196323	0.7831207202	0.8485714286	0.776024847	0.7853718821
43	0.9282967436	0.7859653207	0.8514285714	0.7773913059	0.7924183673
44	0.9222035647	0.7844704312	0.8514285714	0.7752795049	0.7898129252
45	0.9322869995	0.7901377826	0.8571428571	0.7792546597	0.7984773243
46	0.933315973	0.788062747	0.8571428571	0.7751552808	0.7965963719
47	0.9310786863	0.7859391028	0.86	0.7729192566	0.7969546485
48	0.9310684978	0.7896117022	0.86	0.7776397537	0.7978072562
49	0.9276030209	0.7889907403	0.86	0.7776397537	0.7981326531
50	0.9335414581	0.7922879721	0.8657142857	0.7793788841	0.8035600907
51	0.9337601071	0.7936196399	0.8628571429	0.7802484491	0.8011507937
52	0.9324206089	0.7926757306	0.86	0.7802484491	0.7979421769
53	0.9320653071	0.7963957638	0.8628571429	0.7845962752	0.8010782313
54	0.9323438442	0.7978714168	0.8714285714	0.786583853	0.8084705215
55	0.9252163483	0.797229351	0.8657142857	0.78819876	0.8012165533
56	0.9252715347	0.7961515527	0.8628571429	0.7858385118	0.7996054422
57	0.9249084138	0.7963329531	0.8685714286	0.7883229836	0.8035702948
58	0.9264980271	0.7972663437	0.8628571429	0.7895652192	0.7994637188
59	0.9264359441	0.7927229603	0.8628571429	0.7848447224	0.7995351474
60	0.9180437256	0.7867912799	0.8571428571	0.778509319	0.7917256236
61	0.9154997712	0.7872311062	0.8542857143	0.7823602502	0.7898560091
62	0.9141120716	0.7887311898	0.8571428571	0.7827329214	0.7929036281
63	0.9145874031	0.7863039933	0.86	0.7796273312	0.794430839
64	0.9147276517	0.7835364577	0.86	0.7757763998	0.7965453515
65	0.9171452738	0.7878899981	0.8628571429	0.7790062133	0.7971156463
66	0.9136268528	0.7875355848	0.8628571429	0.7806211205	0.7976712018
67	0.9141337409	0.7875742317	0.8628571429	0.7798757787	0.7972743764
68	0.9231244989	0.7917779853	0.86	0.7797515551	0.7999580499
69	0.9247393716	0.7934156704	0.86	0.780745344	0.8003866213
70	0.9225529683	0.7922367485	0.8571428571	0.779503108	0.7991938776
71	0.9213981	0.7936385768	0.8628571429	0.7814906855	0.8055986395
72	0.9226409441	0.7971373606	0.86	0.7862111821	0.8047437642
73	0.9219046012	0.7959616353	0.8571428571	0.7848447226	0.8014024943
74	0.9220336218	0.7970163322	0.8657142857	0.7848447226	0.8086326531
75	0.9247459235	0.7996203123	0.86	0.7886956543	0.8030986395
76	0.9259795296	0.7992567478	0.8542857143	0.7883229836	0.79661678
77	0.9243092077	0.7946703802	0.8628571429	0.7847204993	0.8035759637
78	0.9216993262	0.7955493356	0.8628571429	0.7853416175	0.8053696145
79	0.9217517354	0.7959028565	0.86	0.78509317	0.8005045351
80	0.9245447611	0.7969657534	0.8628571429	0.7858385118	0.804569161
81	0.9220787665	0.7957757255	0.8628571429	0.78509317	0.8045362812
82	0.9245798581	0.7950433901	0.8628571429	0.7849689464	0.803100907
83	0.9245500893	0.7940337493	0.86	0.784223605	0.8003151927
84	0.9245818387	0.796519965	0.8628571429	0.7863354057	0.8052868481
85	0.9245873998	0.7932061666	0.8657142857	0.7813664616	0.8077154195
86	0.924585855	0.7930488332	0.8628571429	0.7813664616	0.8048265306
87	0.9248104788	0.7916252565	0.8685714286	0.7803726723	0.809723356
88	0.9248936278	0.7943090156	0.8628571429	0.7837267098	0.8049852608
89	0.9246045189	0.7901777369	0.8571428571	0.7797515548	0.7978514739
90	0.9211118364	0.7915888375	0.8542857143	0.7829813689	0.7965260771
91	0.9162506373	0.7898351271	0.8514285714	0.7829813689	0.7931428571
92	0.9212570898	0.7914970311	0.8514285714	0.7828571448	0.7920510204
93	0.9214507137	0.7938679786	0.8514285714	0.7847204987	0.7928548753
94	0.9264025041	0.7920352134	0.8514285714	0.7813664619	0.7919376417
95	0.9262864421	0.7941440072	0.8514285714	0.7842236046	0.7933424036
96	0.924835178	0.7907834098	0.8542857143	0.7806211201	0.7941643991
97	0.926225448	0.7903981737	0.8542857143	0.7796273315	0.7951099773
98	0.9230816771	0.7882660714	0.8571428571	0.779503108	0.795553288
99	0.922802679	0.7878085561	0.86	0.7793788841	0.7986961451
100	0.9244858865	0.7918083396	0.86	0.7834782631	0.7993945578
101	0.9230026648	0.795242396	0.8514285714	0.7891925487	0.7910113379
102	0.9239479491	0.7932394159	0.8571428571	0.7865838532	0.7940736961
103	0.922775934	0.7926786394	0.8514285714	0.7853416171	0.7899331066
104	0.9227236288	0.7933591154	0.8514285714	0.786583853	0.7903560091
105	0.9228559852	0.793798803	0.8542857143	0.7865838527	0.7937528345
106	0.9219351126	0.7930043661	0.8542857143	0.7860869581	0.7925600907
107	0.9229671723	0.7927178992	0.8542857143	0.7842236045	0.7944274376
108	0.921082279	0.79134708	0.8542857143	0.7848447223	0.7926768707
109	0.9212857054	0.7942055006	0.8485714286	0.787453418	0.7895578231
110	0.9212857441	0.7942055006	0.8514285714	0.787453418	0.7933049887
111	0.920376801	0.7938350129	0.8514285714	0.7867080766	0.7927176871
112	0.9218760372	0.7942881875	0.8571428571	0.7867080766	0.7973764172
113	0.9237350541	0.7977111249	0.8571428571	0.7911801262	0.7964750567
114	0.919670031	0.7950981488	0.8571428571	0.789689443	0.796792517
115	0.9218181087	0.7972129278	0.8571428571	0.7911801262	0.7970736961
116	0.9219895576	0.7971153767	0.8571428571	0.7906832319	0.7970736961
117	0.9220002742	0.7957343459	0.8571428571	0.7891925487	0.7971371882
118	0.9220237426	0.7982147041	0.8628571429	0.7920496916	0.8026848073
119	0.9197103943	0.7966453341	0.8628571429	0.7920496916	0.8019818594
120	0.9196867389	0.7964637486	0.8628571429	0.7920496916	0.8013072562
121	0.9198107393	0.792188198	0.8628571429	0.7863354057	0.8001564626
122	0.9175209506	0.7926034519	0.8628571429	0.7868323	0.8008571429
123	0.9174144212	0.7951611956	0.8628571429	0.7908074552	0.8008208617
124	0.919641916	0.794672672	0.8628571429	0.7895652195	0.800521542
125	0.9193185129	0.7982385877	0.86	0.7940372691	0.7985589569
126	0.9196081227	0.7967915702	0.86	0.7924223623	0.7971553288
127	0.919605344	0.7960343423	0.86	0.7910559027	0.7971609977
128	0.9196043066	0.7944721668	0.86	0.7884472071	0.7962936508
129	0.9217802782	0.7951741983	0.8571428571	0.7889441018	0.7931666667
130	0.9196150981	0.7952062838	0.8571428571	0.7898136668	0.7930294785
131	0.9201251565	0.7926295555	0.8542857143	0.7873291946	0.790930839
132	0.9201327918	0.7952715314	0.8571428571	0.7899378902	0.7926292517
133	0.9167159175	0.794701043	0.8542857143	0.7906832316	0.7910328798
134	0.9145507837	0.7941299852	0.86	0.7906832316	0.7959183673
135	0.9167137222	0.7948278254	0.8571428571	0.7906832316	0.793946712
136	0.9114341593	0.7932819896	0.8542857143	0.7906832316	0.7892857143
137	0.9198408077	0.7956581205	0.86	0.7906832316	0.7959489796
138	0.9204394626	0.794282673	0.8628571429	0.7878260891	0.79888322
139	0.9165213625	0.7914611037	0.86	0.7847204992	0.7952868481
140	0.9162149832	0.7942918573	0.8628571429	0.7895652195	0.7987585034
141	0.9165185503	0.7953108754	0.8628571429	0.7906832317	0.7981791383
142	0.916522316	0.7967504515	0.8628571429	0.7931677037	0.7985634921
143	0.9181847928	0.7974283668	0.8628571429	0.7931677037	0.7992585034
144	0.9100998668	0.7915412606	0.86	0.7890683252	0.7936632653
145	0.915062739	0.7959021641	0.86	0.7926708091	0.7961179138
146	0.9102207851	0.7959374978	0.86	0.7954037284	0.79480839
147	0.910112771	0.7944424654	0.86	0.7931677037	0.7940895692
148	0.9101368967	0.7939977943	0.86	0.7926708095	0.7944013605
149	0.9091041497	0.7937511853	0.86	0.7921739148	0.7938854875
150	0.9089939744	0.7916669473	0.86	0.7904347841	0.7934535147
151	0.909020296	0.791540515	0.86	0.7901863373	0.7930907029
152	0.9116824164	0.7925885854	0.8571428571	0.7913043498	0.7892981859
153	0.911642263	0.7885343095	0.8571428571	0.7867080763	0.7888321995
154	0.911768419	0.791107918	0.8571428571	0.7890683248	0.7896893424
155	0.9116720953	0.7914786753	0.8571428571	0.7903105606	0.7891020408
156	0.9117551859	0.7921798383	0.8571428571	0.7904347845	0.7903639456
157	0.9117491052	0.7920972788	0.8571428571	0.7908074552	0.7890068027
158	0.9117544581	0.7913759713	0.8571428571	0.7899378898	0.7898356009
159	0.9123765705	0.7920635853	0.8571428571	0.7904347845	0.7887414966
160	0.9108255743	0.7922341766	0.8571428571	0.7910559027	0.7897142857
161	0.9121984319	0.7947521116	0.8571428571	0.794161493	0.7900702948
162	0.9170733684	0.796229141	0.8571428571	0.7950310584	0.7911553288
163	0.9157169299	0.7931766282	0.8571428571	0.7913043502	0.7902369615
164	0.9112994176	0.7907569146	0.86	0.7885714309	0.7913548753
165	0.9131059457	0.7926760802	0.8571428571	0.7903105616	0.7895521542
166	0.9131277723	0.7956516376	0.8571428571	0.7950310584	0.7905782313
167	0.9140351251	0.796479153	0.8485714286	0.7950310584	0.7832664399
168	0.9131030854	0.7976553535	0.8514285714	0.7971428594	0.7864795918
169	0.9131030118	0.7980879854	0.8514285714	0.7982608719	0.7863208617
170	0.9129952457	0.7977732801	0.8514285714	0.7978882009	0.7863208617
171	0.9086705313	0.7959750904	0.8485714286	0.7977639773	0.7825306122
172	0.9081097313	0.7951126968	0.8428571429	0.7970186352	0.7771473923
173	0.9131252088	0.7980214769	0.8485714286	0.7980124241	0.7842902494
174	0.9131130931	0.7951387649	0.8542857143	0.7949068341	0.7886099773
175	0.9135201771	0.7921017414	0.8485714286	0.7910559023	0.783324263
176	0.9135603136	0.7918311454	0.8485714286	0.7908074548	0.7844671202
177	0.9135413473	0.791509338	0.8514285714	0.7909316791	0.7854036281
178	0.9135022804	0.7924068359	0.8485714286	0.7925465862	0.7837369615
179	0.9134768061	0.7891291544	0.8514285714	0.7879503127	0.7852063492
180	0.9146767471	0.7923817069	0.8542857143	0.7922981387	0.7886870748
181	0.9147007628	0.7937197126	0.8485714286	0.793788822	0.7825782313
182	0.9147238403	0.7865754494	0.8514285714	0.7845962753	0.7831814059
183	0.9146608964	0.7934065682	0.8542857143	0.7939130452	0.7875623583
184	0.9146641774	0.7891790408	0.8514285714	0.7881987595	0.7839115646
185	0.9146668577	0.792036697	0.8542857143	0.7919254677	0.7869251701
186	0.9146350252	0.7905678025	0.8571428571	0.7903105609	0.7900907029
187	0.9146318037	0.7906059444	0.86	0.7904347845	0.7929478458
188	0.9146318424	0.788580038	0.8514285714	0.7880745359	0.7860793651
189	0.9146600634	0.7898608236	0.8514285714	0.7895652191	0.7857936508
190	0.9149355989	0.7865939403	0.8514285714	0.7854658404	0.7856938776
191	0.914934288	0.7865197849	0.8485714286	0.7854658404	0.7825555556
192	0.9100283975	0.7856713205	0.8485714286	0.7855900639	0.7820748299
193	0.9100636519	0.7886903685	0.8485714286	0.789316772	0.7825748299
194	0.9100601429	0.7864293831	0.8514285714	0.7854658404	0.7840668934
195	0.9100621923	0.7891005783	0.8571428571	0.7886956539	0.7899081633
196	0.9100753839	0.7840784375	0.8571428571	0.781614908	0.7895589569
197	0.9107240346	0.7870663273	0.8514285714	0.785714287	0.784207483
198	0.9107251695	0.7875461302	0.8485714286	0.7862111813	0.7816678005
199	0.9100774101	0.7892702821	0.8514285714	0.7886956531	0.7847018141
200	0.9094734314	0.7864926088	0.8514285714	0.7862111813	0.7841462585
201	0.9094735766	0.7872835245	0.8514285714	0.7872049702	0.7843503401
202	0.9094726461	0.7853478181	0.8542857143	0.784844722	0.786069161
203	0.9094733451	0.7858064475	0.8485714286	0.7853416163	0.7819852608
204	0.9147540466	0.7886447555	0.8514285714	0.7867080759	0.7848106576
205	0.9094805899	0.7835252555	0.8514285714	0.7817391316	0.7819773243
206	0.9099822209	0.783637242	0.8571428571	0.7812422373	0.787521542
207	0.9099826376	0.7849357968	0.8571428571	0.7828571444	0.7872675737
208	0.9094718462	0.7844743239	0.8514285714	0.7828571444	0.7824104308
209	0.9153437493	0.7845489645	0.8514285714	0.7813664612	0.7829818594
210	0.9094886851	0.7818312996	0.8514285714	0.7791304362	0.7821519274
211	0.9147426391	0.788938148	0.8542857143	0.7869565234	0.7864750567
212	0.9093386787	0.7802931244	0.8485714286	0.777639753	0.7785702948
213	0.9094248559	0.786212911	0.8514285714	0.7867080763	0.7812732426
214	0.9147023267	0.7834324764	0.8485714286	0.781739132	0.779606576
215	0.9146331516	0.7868938375	0.8514285714	0.7865838523	0.7829353741
216	0.9146586549	0.7872985093	0.8485714286	0.7865838523	0.7800986395
217	0.9146586256	0.7847267488	0.8457142857	0.7824844733	0.7765113379
218	0.9147233247	0.7882783343	0.8485714286	0.7864596283	0.7800306122
219	0.9147233752	0.7884365023	0.8514285714	0.7864596283	0.7825068027
220	0.9147282107	0.7908866062	0.8514285714	0.7899378898	0.7826281179
221	0.9147863732	0.7912207276	0.8514285714	0.7904347841	0.7829138322
222	0.9147860171	0.7921643742	0.8485714286	0.7916770202	0.7804058957
223	0.9147838071	0.7884171678	0.8485714286	0.7868322995	0.7801882086
224	0.9147799822	0.7887475969	0.8514285714	0.7874534177	0.7832675737
225	0.9147349311	0.7906381371	0.8485714286	0.7900621134	0.7810170068
226	0.9146059846	0.7905048396	0.8485714286	0.7900621134	0.781239229
227	0.9146109854	0.7915924113	0.8485714286	0.7915527966	0.7807290249
228	0.9150659775	0.7919595187	0.8485714286	0.7915527966	0.7828435374
229	0.9150418148	0.7918028068	0.8514285714	0.7922981381	0.7833435374
230	0.9150142518	0.7850923048	0.8514285714	0.7836024858	0.7814353741
231	0.9146831075	0.7850542514	0.8514285714	0.7836024858	0.7816417234
